term	set_size	overlap	pval	padj
Immune::GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	135	53	0.00044004032465895905	0.0036694813951928503
Immune::GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP	135	53	0.00044004032465895905	0.0036694813951928503
Immune::GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	63	29	0.0004407352428855113	0.0036716265666003516
GO_BP::GOBP_CELL_JUNCTION_ORGANIZATION	189	70	0.000448146298512994	0.0037259656077557055
GO_BP::GOBP_CELL_PART_MORPHOGENESIS	189	70	0.000448146298512994	0.0037259656077557055
GO_BP::GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	132	52	0.0004507142695515219	0.0037399030734596612
Immune::GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	132	52	0.0004507142695515219	0.0037399030734596612
Immune::GSE22886_NAIVE_VS_MEMORY_TCELL_DN	154	59	0.0004557457711830685	0.0037779162791054957
GO_BP::GOBP_REGULATION_OF_SYSTEM_PROCESS	129	51	0.00046116426606480557	0.0038190592576679704
Immune::GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_DN	151	58	0.00046997100850009957	0.0038860129747972164
GO_BP::GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	14	10	0.000470638834472997	0.0038860129747972164
GO_BP::GOBP_T_HELPER_1_CELL_DIFFERENTIATION	14	10	0.000470638834472997	0.0038860129747972164
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	8	7	0.00048789758720023006	0.004008788304625592
GO_BP::GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	8	7	0.00048789758720023006	0.004008788304625592
GO_BP::GOBP_LEUKOTRIENE_METABOLIC_PROCESS	8	7	0.00048789758720023006	0.004008788304625592
GO_BP::GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	8	7	0.00048789758720023006	0.004008788304625592
Immune::FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_48HR_DN	8	7	0.00048789758720023006	0.004008788304625592
Immune::GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	145	56	0.0004987687331811936	0.004094100687531343
Immune::GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	114	46	0.0005077003016514096	0.004151167476173173
Immune::GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	114	46	0.0005077003016514096	0.004151167476173173
Immune::GSE20727_CTRL_VS_H2O2_TREATED_DC_UP	114	46	0.0005077003016514096	0.004151167476173173
Immune::GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN	114	46	0.0005077003016514096	0.004151167476173173
Immune::GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP	75	33	0.0005086945220963144	0.004155246685361228
Immune::GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_UP	142	55	0.0005132677518813934	0.0041803914277019506
Immune::GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP	142	55	0.0005132677518813934	0.0041803914277019506
Immune::GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	142	55	0.0005132677518813934	0.0041803914277019506
Immune::GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	111	45	0.0005153027907537832	0.00419289535560959
Immune::GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP	55	26	0.0005176815139994693	0.00420816881874181
GO_BP::GOBP_OSTEOBLAST_DIFFERENTIATION	78	34	0.0005192511875834812	0.004212764228856696
Immune::GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP	78	34	0.0005192511875834812	0.004212764228856696
Immune::GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP	108	44	0.000522116776413546	0.004231920422544191
Reactome::REACTOME_NEPHRIN_FAMILY_INTERACTIONS	12	9	0.0005263162758774086	0.00425080405558751
Immune::PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP	12	9	0.0005263162758774086	0.00425080405558751
Immune::GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	81	35	0.000527486830595613	0.00425080405558751
Immune::GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	81	35	0.000527486830595613	0.00425080405558751
Immune::GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	81	35	0.000527486830595613	0.00425080405558751
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	81	35	0.000527486830595613	0.00425080405558751
Immune::GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP	105	43	0.0005280328599378093	0.004251120596946528
Immune::GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	102	42	0.0005329339186647371	0.004286464663162493
Immune::GSE11386_NAIVE_VS_MEMORY_BCELL_DN	99	41	0.0005366951698124543	0.004307459904327586
Immune::GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	99	41	0.0005366951698124543	0.004307459904327586
Immune::GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	87	37	0.0005375981070247924	0.004307459904327586
Immune::GSE27859_MACROPHAGE_VS_DC_UP	87	37	0.0005375981070247924	0.004307459904327586
Immune::GSE7764_NKCELL_VS_SPLENOCYTE_UP	90	38	0.0005397838647481981	0.004316439645828725
GO_BP::GOBP_COGNITION	93	39	0.0005402624422601217	0.004316439645828725
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	93	39	0.0005402624422601217	0.004316439645828725
GO_BP::GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	10	8	0.0005452288916397768	0.004347837615937346
Reactome::REACTOME_FCGR_ACTIVATION	10	8	0.0005452288916397768	0.004347837615937346
GO_BP::GOBP_CIRCULATORY_SYSTEM_PROCESS	130	51	0.0005708370731637673	0.004539101617792269
Immune::GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN	130	51	0.0005708370731637673	0.004539101617792269
Immune::GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	130	51	0.0005708370731637673	0.004539101617792269
Reactome::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	31	17	0.0005754784300584061	0.004571674763030274
Immune::GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN	127	50	0.000584829204269567	0.004641563098029704
Reactome::REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	26	15	0.0005910012683395705	0.004686114971739751
Immune::GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN	124	49	0.0005985201137089243	0.00473231407531024
Immune::GSE339_CD4POS_VS_CD8POS_DC_UP	124	49	0.0005985201137089243	0.00473231407531024
Immune::GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP	124	49	0.0005985201137089243	0.00473231407531024
Immune::GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP	165	62	0.0006023662442636974	0.0047582395698005245
GO_BP::GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	253	89	0.0006067658061018709	0.004788483863959168
Immune::GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	64	29	0.0006086767080868831	0.004794543571963252
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN	64	29	0.0006086767080868831	0.004794543571963252
GO_BP::GOBP_MUSCLE_CELL_DIFFERENTIATION	118	47	0.000624654137872755	0.004906576369489271
GO_BP::GOBP_MUSCLE_TISSUE_DEVELOPMENT	118	47	0.000624654137872755	0.004906576369489271
GO_BP::GOBP_RHYTHMIC_PROCESS	118	47	0.000624654137872755	0.004906576369489271
GO_BP::GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	337	114	0.0006269059746872442	0.004919657831292135
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	115	46	0.0006369034010581046	0.004984125589063842
Immune::GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_UP	115	46	0.0006369034010581046	0.004984125589063842
Immune::GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	115	46	0.0006369034010581046	0.004984125589063842
Immune::GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	50	24	0.0006376182854843748	0.0049850697082277915
Immune::GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP	140	54	0.0006461212518200171	0.005046844675528979
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	112	45	0.000648462646926174	0.005055718536304529
Immune::GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	112	45	0.000648462646926174	0.005055718536304529
GO_BP::GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	70	31	0.0006504337055076871	0.0050616775097439585
GO_BP::GOBP_MUSCLE_CELL_PROLIFERATION	70	31	0.0006504337055076871	0.0050616775097439585
Reactome::REACTOME_ADAPTIVE_IMMUNE_SYSTEM	471	153	0.0006560205535362702	0.005100423006131391
Immune::GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN	137	53	0.0006651494372597475	0.005163838945650506
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	73	32	0.0006660238096547678	0.005163838945650506
Immune::GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	73	32	0.0006660238096547678	0.005163838945650506
GO_BP::GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	103	42	0.0006777356220280617	0.005244812014666413
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	76	33	0.0006783431917884203	0.005244812014666413
Immune::GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_DN	76	33	0.0006783431917884203	0.005244812014666413
Immune::GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN	134	52	0.0006841962194133006	0.005277509943659732
Immune::GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	100	41	0.0006852157523095515	0.005277509943659732
GO_BP::GOBP_MIRNA_METABOLIC_PROCESS	53	25	0.0006868380404101201	0.005277509943659732
GO_BP::GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	53	25	0.0006868380404101201	0.005277509943659732
Immune::GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP	79	34	0.0006876050027917615	0.005277509943659732
Immune::GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP	79	34	0.0006876050027917615	0.005277509943659732
Immune::GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_DN	79	34	0.0006876050027917615	0.005277509943659732
Immune::GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP	79	34	0.0006876050027917615	0.005277509943659732
Immune::GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN	97	40	0.0006912909345181857	0.005283448982471421
Immune::GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	97	40	0.0006912909345181857	0.005283448982471421
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_DN	97	40	0.0006912909345181857	0.005283448982471421
Immune::GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	153	58	0.0006916859164313035	0.005283448982471421
Immune::GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN	153	58	0.0006916859164313035	0.005283448982471421
GO_BP::GOBP_T_CELL_CYTOKINE_PRODUCTION	19	12	0.000692157638781272	0.005283448982471421
Immune::GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	82	35	0.0006940304306986811	0.005292928439210215
Immune::GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	85	36	0.0006978428640279068	0.005317169651525986
Immune::GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	91	38	0.0006985080095089603	0.005317408068757411
Reactome::REACTOME_LEISHMANIA_INFECTION	88	37	0.0006992634850215584	0.005318333069669858
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	34	18	0.0007001114632032197	0.005319959297836784
Immune::GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	128	50	0.0007220704461013652	0.005476041214717183
Immune::KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	128	50	0.0007220704461013652	0.005476041214717183
Immune::GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP	166	62	0.0007226102783039602	0.005476041214717183
GO_BP::GOBP_FOREBRAIN_DEVELOPMENT	125	49	0.0007407390054042794	0.005603299834388187
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_DN	125	49	0.0007407390054042794	0.005603299834388187
Immune::GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP	122	48	0.0007591069118803675	0.005731906286016564
Immune::GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	122	48	0.0007591069118803675	0.005731906286016564
GO_BP::GOBP_RESPONSE_TO_WOUNDING	176	65	0.0007699086492737983	0.0058082407003218475
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	24	14	0.000775110484387262	0.00584222987738072
Immune::GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN	119	47	0.0007770700080383586	0.005851741739168574
GO_BP::GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	332	112	0.0007811654718226577	0.00587730685481639
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_UP	62	28	0.0008022522407454632	0.006030550221876068
Immune::GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	113	45	0.0008113075847773599	0.006087709596330298
Immune::GSE22886_NAIVE_TCELL_VS_NKCELL_DN	113	45	0.0008113075847773599	0.006087709596330298
GO_BP::GOBP_HOMOTYPIC_CELL_CELL_ADHESION	37	19	0.0008199500547219071	0.006147060776641714
Immune::GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	110	44	0.0008273136365248754	0.006191199015885085
Immune::GSE7852_TREG_VS_TCONV_UP	110	44	0.0008273136365248754	0.006191199015885085
Immune::GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN	107	43	0.0008423763020988531	0.0062983019592756494
GO_BP::GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	68	30	0.0008532604041457336	0.006368328763681992
Immune::GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP	68	30	0.0008532604041457336	0.006368328763681992
Immune::GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	104	42	0.0008563261921231718	0.006374197360888455
Immune::GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_DN	104	42	0.0008563261921231718	0.006374197360888455
Immune::GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	104	42	0.0008563261921231718	0.006374197360888455
GO_BP::GOBP_SKELETAL_SYSTEM_DEVELOPMENT	132	51	0.0008621641475244921	0.0064062843521549735
Immune::GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP	132	51	0.0008621641475244921	0.0064062843521549735
Immune::GSE22886_NAIVE_TCELL_VS_NKCELL_UP	167	62	0.0008638361359191251	0.006413027738252691
GO_BP::GOBP_MYELOID_CELL_HOMEOSTASIS	101	41	0.0008689783965748735	0.006439805449528811
Immune::GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	101	41	0.0008689783965748735	0.006439805449528811
GO_BP::GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	17	11	0.0008723830377439413	0.006453634306555488
GO_BP::GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	17	11	0.0008723830377439413	0.006453634306555488
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	98	40	0.0008801317950625821	0.0064994943915316905
Immune::GSE3982_EOSINOPHIL_VS_DC_UP	98	40	0.0008801317950625821	0.0064994943915316905
GO_BP::GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	74	32	0.0008857455867744055	0.006535197649472724
GO_BP::GOBP_CELL_JUNCTION_ASSEMBLY	95	39	0.0008895685056983015	0.00655763637460725
GO_BP::GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	216	77	0.000894183654593211	0.0065838863616352735
Immune::GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP	77	33	0.0008958104328549832	0.0065838863616352735
Immune::GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_DN	77	33	0.0008958104328549832	0.0065838863616352735
Immune::GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	92	38	0.0008970535357431301	0.0065838863616352735
Immune::GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_DN	92	38	0.0008970535357431301	0.0065838863616352735
Immune::GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	80	34	0.0009021863997435189	0.006615770723294039
Immune::GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_DN	86	36	0.0009051430211940331	0.006626236985388508
Immune::GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	83	35	0.0009051934181970711	0.006626236985388508
Reactome::REACTOME_SARS_COV_2_INFECTION	203	73	0.0009106743284300351	0.0066483853498217034
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	51	24	0.0009116067384369418	0.0066483853498217034
Immune::GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_UP	126	49	0.0009121816113535321	0.0066483853498217034
Immune::GSE20727_CTRL_VS_H2O2_TREATED_DC_DN	126	49	0.0009121816113535321	0.0066483853498217034
Immune::GSE31082_DP_VS_CD8_SP_THYMOCYTE_DN	126	49	0.0009121816113535321	0.0066483853498217034
Immune::GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	145	55	0.000924644164532809	0.006727528097368373
Immune::GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	145	55	0.000924644164532809	0.006727528097368373
GO_BP::GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	32	17	0.0009332192986667303	0.006766444854377875
GO_BP::GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	32	17	0.0009332192986667303	0.006766444854377875
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	32	17	0.0009332192986667303	0.006766444854377875
Reactome::REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	32	17	0.0009332192986667303	0.006766444854377875
GO_BP::GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	123	48	0.0009370044603172841	0.006776319325518704
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	123	48	0.0009370044603172841	0.006776319325518704
Immune::GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	123	48	0.0009370044603172841	0.006776319325518704
GO_BP::GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	142	54	0.0009558859554290029	0.006889112783585829
GO_BP::GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	142	54	0.0009558859554290029	0.006889112783585829
Immune::GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN	142	54	0.0009558859554290029	0.006889112783585829
Immune::GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN	142	54	0.0009558859554290029	0.006889112783585829
GO_BP::GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	120	47	0.0009615551319074753	0.00692402231894576
Immune::NAKAYA_MONOCYTE_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_DN	54	25	0.0009676643049590538	0.0069620376108932265
Immune::GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP	117	46	0.0009857054752315483	0.007079694547703303
Immune::GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_DN	117	46	0.0009857054752315483	0.007079694547703303
GO_BP::GOBP_AMIDE_BIOSYNTHETIC_PROCESS	587	185	0.0009923141311595043	0.0071210635126578966
Immune::GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN	155	58	0.0010023334472656464	0.007180679153809998
Immune::GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	155	58	0.0010023334472656464	0.007180679153809998
Immune::GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN	114	45	0.0010093123346421107	0.007217240050978391
Immune::GSE40443_INDUCED_VS_TOTAL_TREG_DN	114	45	0.0010093123346421107	0.007217240050978391
GO_BP::GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	27	15	0.0010127595949828748	0.007217240050978391
GO_BP::GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	27	15	0.0010127595949828748	0.007217240050978391
GO_BP::GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	27	15	0.0010127595949828748	0.007217240050978391
Immune::FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP	27	15	0.0010127595949828748	0.007217240050978391
GO_BP::GOBP_PYROPTOSIS	22	13	0.001014319468363753	0.007217240050978391
Immune::GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	22	13	0.001014319468363753	0.007217240050978391
Immune::GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	57	26	0.0010161660691577153	0.007218134762204974
Immune::GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP	57	26	0.0010161660691577153	0.007218134762204974
Immune::GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN	136	52	0.001019728252651121	0.007225084722542445
Immune::GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	136	52	0.001019728252651121	0.007225084722542445
Immune::GSE37416_12H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	136	52	0.001019728252651121	0.007225084722542445
Immune::GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN	168	62	0.0010291224058221692	0.007285491867039811
Immune::GSE7852_LN_VS_THYMUS_TCONV_UP	111	44	0.0010322162815088758	0.0073012330401163224
Reactome::REACTOME_SIGNALING_BY_ALK_IN_CANCER	43	21	0.0010354178711163542	0.007317708947594857
Immune::GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	133	51	0.0010521978980816524	0.007430040544618672
Immune::GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_DN	108	43	0.0010542402960137481	0.007438201718468742
Immune::NAKAYA_B_CELL_FLUMIST_AGE_18_50YO_7DY_DN	267	92	0.0010634361435422634	0.0074967779900639055
Immune::GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	105	42	0.0010751884135800805	0.007554234172130063
Immune::GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	105	42	0.0010751884135800805	0.007554234172130063
Immune::GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP	105	42	0.0010751884135800805	0.007554234172130063
Immune::GSE42724_NAIVE_VS_B1_BCELL_UP	105	42	0.0010751884135800805	0.007554234172130063
Immune::GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	149	56	0.0010771138764729311	0.007561429547892401
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	462	149	0.0010826821707346625	0.007584553318480377
GO_BP::GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	15	10	0.0010834005472498676	0.007584553318480377
GO_BP::GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	15	10	0.0010834005472498676	0.007584553318480377
Immune::GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP	130	50	0.001084928356440154	0.007584553318480377
Immune::GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	130	50	0.001084928356440154	0.007584553318480377
GO_BP::GOBP_B_CELL_MEDIATED_IMMUNITY	63	28	0.0010914658390334243	0.007617559836648416
Immune::GSE3720_LPS_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP	63	28	0.0010914658390334243	0.007617559836648416
Immune::GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN	102	41	0.0010948443571374244	0.0076221156116397125
Immune::GSE32255_UNSTIM_VS_4H_LPS_STIM_DC_UP	102	41	0.0010948443571374244	0.0076221156116397125
Immune::GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN	102	41	0.0010948443571374244	0.0076221156116397125
Immune::GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	99	40	0.0011129701850626675	0.00772906198881682
Immune::GSE40666_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	99	40	0.0011129701850626675	0.00772906198881682
Immune::GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	99	40	0.0011129701850626675	0.00772906198881682
Immune::GSE33374_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN	146	55	0.0011158107339500048	0.007742379029864839
Immune::GSE411_UNSTIM_VS_100MIN_IL6_STIM_MACROPHAGE_DN	127	49	0.001117826072213969	0.007748576324953151
GO_BP::GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	66	29	0.0011189857817014918	0.007748576324953151
GO_BP::GOBP_RESPONSE_TO_GROWTH_FACTOR	244	85	0.0011194748487117915	0.007748576324953151
